id,price
0,6345071.392405063
1,6345071.392405063
2,2099625.0
3,6345071.392405063
4,6345071.392405063
5,6345071.392405063
6,6345071.392405063
7,6345071.392405063
8,6345071.392405063
9,6345071.392405063
10,6345071.392405063
11,6345071.392405063
12,6345071.392405063
13,6345071.392405063
14,6345071.392405063
15,6345071.392405063
16,6345071.392405063
17,6345071.392405063
18,6345071.392405063
19,6345071.392405063
20,6345071.392405063
21,6345071.392405063
22,6345071.392405063
23,6345071.392405063
24,6345071.392405063
25,6345071.392405063
26,6345071.392405063
27,6345071.392405063
28,6345071.392405063
29,6345071.392405063
30,1203162.2288135593
31,1203162.2288135593
32,1356250.0
33,1356250.0
34,874812.5
35,874812.5
36,1203162.2288135593
37,1203162.2288135593
38,1203162.2288135593
39,1203162.2288135593
40,517250.0
41,803333.3333333334
42,1203162.2288135593
43,1203162.2288135593
44,517250.0
45,243777.66666666666
46,571318.5714285715
47,571318.5714285715
48,571318.5714285715
49,1356250.0
50,1203162.2288135593
51,1203162.2288135593
52,1203162.2288135593
53,1203162.2288135593
54,1203162.2288135593
55,1203162.2288135593
56,1203162.2288135593
57,1203162.2288135593
58,1203162.2288135593
59,1203162.2288135593
60,1203162.2288135593
61,385600.0
62,1203162.2288135593
63,571318.5714285715
64,450283.3333333333
65,1203162.2288135593
66,1203162.2288135593
67,243777.66666666666
68,1203162.2288135593
69,1203162.2288135593
70,1203162.2288135593
71,890384.6153846154
72,890384.6153846154
73,1203162.2288135593
74,385600.0
75,571318.5714285715
76,890384.6153846154
77,450283.3333333333
78,890384.6153846154
79,1070000.0
80,1070000.0
81,1203162.2288135593
82,4336940.0
83,517250.0
84,890384.6153846154
85,890384.6153846154
86,1203162.2288135593
87,1203162.2288135593
88,1203162.2288135593
89,1203162.2288135593
90,1203162.2288135593
91,1203162.2288135593
92,1203162.2288135593
93,1203162.2288135593
94,1203162.2288135593
95,890384.6153846154
96,1203162.2288135593
97,1203162.2288135593
98,450283.3333333333
99,1203162.2288135593
100,1203162.2288135593
101,1203162.2288135593
102,1203162.2288135593
103,1203162.2288135593
104,1203162.2288135593
105,243777.66666666666
106,243777.66666666666
107,1203162.2288135593
108,1203162.2288135593
109,1203162.2288135593
110,1203162.2288135593
111,890384.6153846154
112,890384.6153846154
113,1203162.2288135593
114,1203162.2288135593
115,1203162.2288135593
116,1203162.2288135593
117,1203162.2288135593
118,1203162.2288135593
119,1203162.2288135593
120,1203162.2288135593
121,1203162.2288135593
122,795450.0
123,1203162.2288135593
124,1203162.2288135593
125,1203162.2288135593
126,1203162.2288135593
127,874812.5
128,874812.5
129,450283.3333333333
130,450283.3333333333
131,890384.6153846154
132,890384.6153846154
133,243777.66666666666
134,385600.0
135,385600.0
136,243777.66666666666
137,1203162.2288135593
138,874812.5
139,1203162.2288135593
140,1203162.2288135593
141,450283.3333333333
142,571318.5714285715
143,1203162.2288135593
144,874812.5
145,874812.5
146,874812.5
147,1203162.2288135593
148,571318.5714285715
149,385600.0
150,950000.0
151,950000.0
152,950000.0
153,950000.0
154,950000.0
155,950000.0
156,4413333.333333333
157,4413333.333333333
158,4413333.333333333
159,4413333.333333333
160,4413333.333333333
161,4413333.333333333
162,4413333.333333333
163,5097500.0
164,1740000.0
165,205750000.0
166,205750000.0
167,5097500.0
168,1740000.0
169,205750000.0
170,35250000.0
171,35250000.0
172,35250000.0
173,35250000.0
174,35250000.0
175,35250000.0
176,35250000.0
177,55000000.0
178,106425000.0
179,255340066.66666666
180,106425000.0
181,255340066.66666666
182,106425000.0
183,106425000.0
184,106425000.0
185,106425000.0
186,21231428.57142857
187,21231428.57142857
188,21231428.57142857
189,21231428.57142857
190,202765000.0
191,21231428.57142857
192,21231428.57142857
193,21231428.57142857
194,21231428.57142857
195,10152500.0
196,10152500.0
197,1480666.6666666667
198,10152500.0
199,10152500.0
200,1480666.6666666667
201,1480666.6666666667
202,10152500.0
203,10152500.0
204,133500000.0
205,430000000.0
206,133500000.0
207,133500000.0
208,430000000.0
209,205750000.0
210,133500000.0
211,1311250.0
212,133500000.0
213,205750000.0
214,2578942.8571428573
215,1100000.0
216,2578942.8571428573
217,2578942.8571428573
218,2578942.8571428573
219,2578942.8571428573
220,2578942.8571428573
221,2578942.8571428573
222,15000000.0
223,15000000.0
224,22725000.0
225,22725000.0
226,15000000.0
227,15000000.0
228,22725000.0
229,22725000.0
230,15000000.0
231,34337500.0
232,34337500.0
233,33587500.0
234,34337500.0
235,34337500.0
236,205750000.0
237,34337500.0
238,33587500.0
239,34337500.0
240,2900000.0
241,205750000.0
242,205750000.0
243,2900000.0
244,5224500.0
245,2900000.0
246,2900000.0
247,2900000.0
248,2900000.0
249,5224500.0
250,5224500.0
251,8838000.0
252,8838000.0
253,8838000.0
254,2606755.3333333335
255,8838000.0
256,5224500.0
257,8838000.0
258,8838000.0
259,8838000.0
260,205750000.0
261,697400000.0
262,697400000.0
263,697400000.0
264,205750000.0
265,24712500.0
266,697400000.0
267,205750000.0
268,205750000.0
269,24712500.0
270,558983.3333333334
271,1043333.3333333334
272,558983.3333333334
273,558983.3333333334
274,1043333.3333333334
275,1043333.3333333334
276,558983.3333333334
277,558983.3333333334
278,11126666.666666666
279,558983.3333333334
280,558983.3333333334
281,1950000.0
282,950000.0
283,950000.0
284,1950000.0
285,2462500.0
286,1950000.0
287,11126666.666666666
288,2462500.0
289,205750000.0
290,11126666.666666666
291,2462500.0
292,1311250.0
293,1311250.0
294,2450000.0
295,1311250.0
296,1311250.0
297,1311250.0
298,1311250.0
299,1311250.0
300,1311250.0
301,2450000.0
302,1311250.0
303,1311250.0
304,618387857.1428572
305,618387857.1428572
306,618387857.1428572
307,618387857.1428572
308,618387857.1428572
309,618387857.1428572
310,618387857.1428572
311,618387857.1428572
312,618387857.1428572
313,618387857.1428572
314,618387857.1428572
315,618387857.1428572
316,639875000.0
317,639875000.0
318,205750000.0
319,639875000.0
320,639875000.0
321,639875000.0
322,639875000.0
323,639875000.0
324,621400000.0
325,639875000.0
326,639875000.0
327,639875000.0
328,517600.0
329,19000000.0
330,120875000.0
331,19000000.0
332,35256425.0
333,517600.0
334,19000000.0
335,35256425.0
336,120875000.0
337,35256425.0
338,120875000.0
339,35256425.0
340,517600.0
341,665000.0
342,205750000.0
343,517600.0
344,610500.0
345,517600.0
346,665000.0
347,610500.0
348,610500.0
349,610500.0
350,205750000.0
351,517600.0
352,686000.0
353,18620000.0
354,86950000.0
355,18620000.0
356,86950000.0
357,18620000.0
358,18620000.0
359,18620000.0
360,18620000.0
361,18620000.0
362,18620000.0
363,18620000.0
364,18620000.0
365,18620000.0
366,14200000.0
367,21250000.0
368,14200000.0
369,21250000.0
370,21250000.0
371,41942000.0
372,21250000.0
373,21250000.0
374,32150000.0
375,41942000.0
376,41942000.0
377,21250000.0
378,21250000.0
379,205750000.0
380,5644480.666666667
381,205750000.0
382,43690000.0
383,5644480.666666667
384,5644480.666666667
385,5644480.666666667
386,205750000.0
387,14512500.0
388,205750000.0
389,5644480.666666667
390,43690000.0
391,205750000.0
392,205750000.0
393,3867500.0
394,3190000.0
395,3190000.0
396,1554800.0
397,3190000.0
398,1554800.0
399,3867500.0
400,3867500.0
401,3190000.0
402,1554800.0
403,3867500.0
404,1554800.0
405,3867500.0
406,3190000.0
407,8998333.333333334
408,3750000.0
409,987500.0
410,8998333.333333334
411,3750000.0
412,8998333.333333334
413,8998333.333333334
414,987500.0
415,8998333.333333334
416,987500.0
417,987500.0
418,17186666.666666668
419,8998333.333333334
420,17186666.666666668
421,8998333.333333334
422,15235384.615384616
423,15235384.615384616
424,15235384.615384616
425,17186666.666666668
426,15235384.615384616
427,15235384.615384616
428,17186666.666666668
429,15235384.615384616
430,15235384.615384616
431,11725000.0
432,17186666.666666668
433,15235384.615384616
434,15235384.615384616
435,15235384.615384616
436,15235384.615384616
437,17186666.666666668
438,2170909.090909091
439,2170909.090909091
440,2170909.090909091
441,2170909.090909091
442,2170909.090909091
443,2170909.090909091
444,2170909.090909091
445,2750000.0
446,2170909.090909091
447,2170909.090909091
448,2170909.090909091
449,2170909.090909091
450,2170909.090909091
451,2170909.090909091
452,2170909.090909091
453,197450781.16666666
454,197450781.16666666
455,197450781.16666666
456,197450781.16666666
457,296660000.0
458,197450781.16666666
459,197450781.16666666
460,296660000.0
461,197450781.16666666
462,197450781.16666666
463,197450781.16666666
464,197450781.16666666
465,296660000.0
466,450000000.0
467,197450781.16666666
468,197450781.16666666
469,33925000.0
470,205750000.0
471,53667142.85714286
472,33925000.0
473,205750000.0
474,53667142.85714286
475,205750000.0
476,53667142.85714286
477,22000000.0
478,53667142.85714286
479,53667142.85714286
480,20000000.0
481,53667142.85714286
482,53667142.85714286
483,53667142.85714286
484,53667142.85714286
485,4556200.0
486,4556200.0
487,18445000.0
488,4556200.0
489,205750000.0
490,4556200.0
491,205750000.0
492,4556200.0
493,18445000.0
494,205750000.0
495,4556200.0
496,18445000.0
497,18445000.0
498,4556200.0
499,205750000.0
500,4556200.0
501,18445000.0
502,292177272.72727275
503,292177272.72727275
504,85000000.0
505,292177272.72727275
506,42900000.0
507,85000000.0
508,292177272.72727275
509,292177272.72727275
510,292177272.72727275
511,292177272.72727275
512,292177272.72727275
513,292177272.72727275
514,169250000.0
515,292177272.72727275
516,292177272.72727275
517,292177272.72727275
518,292177272.72727275
519,1849153.8461538462
520,1849153.8461538462
521,1849153.8461538462
522,1849153.8461538462
523,1849153.8461538462
524,1849153.8461538462
525,1849153.8461538462
526,1849153.8461538462
527,1849153.8461538462
528,1849153.8461538462
529,1849153.8461538462
530,1849153.8461538462
531,1849153.8461538462
532,1849153.8461538462
533,1849153.8461538462
534,1849153.8461538462
535,1849153.8461538462
536,32092000.0
537,32092000.0
538,32092000.0
539,32092000.0
540,35907500.0
541,32092000.0
542,92000000.0
543,33925000.0
544,32092000.0
545,32092000.0
546,32092000.0
547,32092000.0
548,32092000.0
549,32092000.0
550,33925000.0
551,32092000.0
552,32092000.0
553,33925000.0
554,1983516.6666666667
555,1983516.6666666667
556,1983516.6666666667
557,1983516.6666666667
558,1983516.6666666667
559,1983516.6666666667
560,1983516.6666666667
561,1983516.6666666667
562,1983516.6666666667
563,1983516.6666666667
564,1983516.6666666667
565,17455583.25
566,205750000.0
567,1983516.6666666667
568,1983516.6666666667
569,1983516.6666666667
570,1983516.6666666667
571,17455583.25
572,1983516.6666666667
573,205750000.0
574,7911111.111111111
575,7911111.111111111
576,13000000.0
577,17455583.25
578,10548333.333333334
579,10548333.333333334
580,7911111.111111111
581,2808482.0
582,10548333.333333334
583,10548333.333333334
584,2808482.0
585,13000000.0
586,205750000.0
587,30264285.714285713
588,205750000.0
589,205750000.0
590,10548333.333333334
591,10548333.333333334
592,2808482.0
593,205750000.0
594,219027222.2222222
595,219027222.2222222
596,25140000.0
597,219027222.2222222
598,219027222.2222222
599,219027222.2222222
600,219027222.2222222
601,219027222.2222222
602,219027222.2222222
603,370000000.0
604,219027222.2222222
605,370000000.0
606,370000000.0
607,219027222.2222222
608,18500000.0
609,219027222.2222222
610,219027222.2222222
611,219027222.2222222
612,219027222.2222222
613,30264285.714285713
614,2808482.0
615,205750000.0
616,30264285.714285713
617,30264285.714285713
618,25140000.0
619,30264285.714285713
620,6797777.777777778
621,2808482.0
622,25140000.0
623,6797777.777777778
624,6797777.777777778
625,25140000.0
626,30264285.714285713
627,6797777.777777778
628,30264285.714285713
629,30264285.714285713
630,205750000.0
631,25140000.0
632,6797777.777777778
633,6797777.777777778
634,6797777.777777778
635,205750000.0
636,100450000.0
637,205750000.0
638,11222018.846153846
639,205750000.0
640,28530000.0
641,11222018.846153846
642,205750000.0
643,11222018.846153846
644,205750000.0
645,2489666.6666666665
646,100450000.0
647,100450000.0
648,100450000.0
649,100450000.0
650,28530000.0
651,205750000.0
652,11222018.846153846
653,100450000.0
654,11222018.846153846
655,11222018.846153846
656,100450000.0
657,902179090.9090909
658,902179090.9090909
659,902179090.9090909
660,902179090.9090909
661,902179090.9090909
662,902179090.9090909
663,205750000.0
